rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,skin_tone,eye_color,skin_type,hair_color,product_id,brand_name,price_usd
5,1.0,1.0,2,0,2,2/1/2023,,brown,dry,black,P504322,NUDESTIX,19.0
1,0.0,1.0,3,0,3,3/12/2023,fair,brown,normal,brown,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,3/7/2023,medium,brown,dry,black,P420652,LANEIGE,24.0
5,1.0,,0,0,0,3/2/2023,,green,combination,blonde,P420652,LANEIGE,24.0
4,1.0,1.0,2,0,2,2/26/2023,light,brown,normal,brown,P420652,LANEIGE,24.0
5,1.0,1.0,2,0,2,2/21/2023,light,brown,combination,brown,P420652,LANEIGE,24.0
3,1.0,0.5,2,1,1,2/16/2023,,,,,P420652,LANEIGE,24.0
5,1.0,0.666666985,3,1,2,2/10/2023,light,brown,normal,,P420652,LANEIGE,24.0
5,1.0,,0,0,0,2/5/2023,fair,brown,combination,red,P420652,LANEIGE,24.0
3,0.0,0.833333015,6,1,5,2/1/2023,light,brown,dry,brown,P420652,LANEIGE,24.0
1,0.0,0.800000012,5,1,4,1/29/2023,,,,,P420652,LANEIGE,24.0
4,1.0,1.0,2,0,2,1/25/2023,lightMedium,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,1/21/2023,,,combination,blonde,P420652,LANEIGE,24.0
4,1.0,,0,0,0,1/15/2023,,,,,P420652,LANEIGE,24.0
5,1.0,1.0,2,0,2,1/9/2023,lightMedium,,combination,,P420652,LANEIGE,24.0
3,0.0,0.714286029,7,2,5,12/31/2022,,brown,combination,red,P420652,LANEIGE,24.0
4,1.0,0.625,8,3,5,12/23/2022,fair,blue,dry,blonde,P420652,LANEIGE,24.0
3,0.0,1.0,4,0,4,12/11/2022,fair,blue,dry,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,5,0,5,11/29/2022,light,hazel,combination,,P420652,LANEIGE,24.0
5,1.0,0.909090996,11,1,10,11/17/2022,fair,blue,dry,blonde,P420652,LANEIGE,24.0
4,1.0,0.5,2,1,1,11/6/2022,,,,,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,10/26/2022,,,oily,red,P420652,LANEIGE,24.0
5,1.0,0.400000006,5,3,2,10/14/2022,fair,hazel,combination,,P420652,LANEIGE,24.0
3,0.0,0.846153975,13,2,11,9/30/2022,light,hazel,normal,brown,P420652,LANEIGE,24.0
4,1.0,1.0,5,0,5,9/22/2022,lightMedium,brown,combination,black,P420652,LANEIGE,24.0
5,1.0,1.0,3,0,3,9/14/2022,mediumTan,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,0.0,2,2,0,9/4/2022,lightMedium,hazel,combination,blonde,P420652,LANEIGE,24.0
5,1.0,,0,0,0,8/24/2022,light,,combination,,P420652,LANEIGE,24.0
5,1.0,0.5,2,1,1,8/14/2022,light,blue,combination,blonde,P420652,LANEIGE,24.0
4,1.0,0.5,2,1,1,8/7/2022,fair,hazel,dry,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,2,0,2,7/30/2022,lightMedium,brown,normal,black,P420652,LANEIGE,24.0
5,1.0,0.666666985,3,1,2,7/22/2022,light,green,combination,brown,P420652,LANEIGE,24.0
5,1.0,0.75,4,1,3,7/14/2022,lightMedium,brown,normal,black,P420652,LANEIGE,24.0
5,1.0,,0,0,0,7/8/2022,medium,brown,combination,black,P420652,LANEIGE,24.0
5,1.0,0.92592603,27,2,25,6/29/2022,mediumTan,brown,combination,black,P420652,LANEIGE,24.0
2,0.0,0.400000006,5,3,2,6/17/2022,,,,,P420652,LANEIGE,24.0
5,1.0,,0,0,0,6/5/2022,light,,combination,,P420652,LANEIGE,24.0
5,1.0,,0,0,0,5/22/2022,lightMedium,brown,combination,brown,P420652,LANEIGE,24.0
4,1.0,1.0,3,0,3,5/10/2022,medium,blue,dry,brown,P420652,LANEIGE,24.0
2,0.0,0.357143015,28,18,10,5/1/2022,lightMedium,blue,normal,brown,P420652,LANEIGE,24.0
4,1.0,,0,0,0,4/27/2022,light,blue,combination,blonde,P420652,LANEIGE,24.0
4,1.0,0.5,2,1,1,4/19/2022,fair,blue,normal,brown,P420652,LANEIGE,24.0
2,0.0,1.0,2,0,2,4/12/2022,fairLight,hazel,combination,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,4/8/2022,lightMedium,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,4/4/2022,light,blue,combination,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,3/30/2022,fair,blue,dry,brown,P420652,LANEIGE,24.0
3,1.0,0.200000003,35,28,7,3/23/2022,fair,green,oily,blonde,P420652,LANEIGE,24.0
5,1.0,,0,0,0,3/14/2022,medium,brown,combination,black,P420652,LANEIGE,24.0
5,1.0,1.0,2,0,2,3/7/2022,lightMedium,hazel,normal,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,2,0,2,2/28/2022,medium,brown,combination,black,P420652,LANEIGE,24.0
3,0.0,,0,0,0,2/23/2022,fair,hazel,dry,brown,P420652,LANEIGE,24.0
5,1.0,0.0,1,1,0,2/19/2022,light,brown,combination,black,P420652,LANEIGE,24.0
3,1.0,1.0,2,0,2,2/12/2022,medium,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,2/6/2022,lightMedium,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,1/31/2022,light,brown,oily,brown,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,1/27/2022,medium,brown,combination,black,P420652,LANEIGE,24.0
5,1.0,,0,0,0,1/21/2022,lightMedium,blue,combination,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,1/17/2022,lightMedium,brown,oily,brown,P420652,LANEIGE,24.0
3,1.0,,0,0,0,1/14/2022,,,,,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,1/10/2022,light,green,oily,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,1/8/2022,lightMedium,hazel,dry,blonde,P420652,LANEIGE,24.0
3,0.0,1.0,3,0,3,1/4/2022,light,brown,dry,brown,P420652,LANEIGE,24.0
3,0.0,0.333332986,3,2,1,12/31/2021,fairLight,hazel,dry,black,P420652,LANEIGE,24.0
3,1.0,0.363635987,11,7,4,12/25/2021,fair,brown,combination,blonde,P420652,LANEIGE,24.0
4,1.0,0.5,2,1,1,12/20/2021,light,green,combination,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,4,0,4,12/12/2021,mediumTan,brown,combination,black,P420652,LANEIGE,24.0
5,1.0,1.0,2,0,2,12/5/2021,fair,green,combination,brown,P420652,LANEIGE,24.0
2,0.0,1.0,2,0,2,12/1/2021,light,blue,normal,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,2,0,2,11/24/2021,,,,,P420652,LANEIGE,24.0
5,1.0,,0,0,0,11/18/2021,tan,brown,oily,black,P420652,LANEIGE,24.0
5,1.0,,0,0,0,11/14/2021,tan,brown,dry,brown,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,11/8/2021,lightMedium,brown,combination,brown,P420652,LANEIGE,24.0
4,1.0,0.5,4,2,2,11/2/2021,light,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,1.0,3,0,3,10/24/2021,tan,brown,dry,black,P420652,LANEIGE,24.0
4,1.0,1.0,2,0,2,10/19/2021,fair,brown,normal,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,10/13/2021,light,green,combination,blonde,P420652,LANEIGE,24.0
5,1.0,0.0,1,1,0,10/4/2021,lightMedium,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,0.75,8,2,6,9/23/2021,light,brown,oily,black,P420652,LANEIGE,24.0
4,1.0,0.800000012,15,3,12,9/16/2021,lightMedium,brown,combination,black,P420652,LANEIGE,24.0
4,1.0,0.666666985,3,1,2,9/7/2021,lightMedium,brown,dry,brown,P420652,LANEIGE,24.0
1,0.0,0.25,12,9,3,8/29/2021,lightMedium,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,0.714286029,7,2,5,8/19/2021,light,brown,oily,brown,P420652,LANEIGE,24.0
5,1.0,0.0,1,1,0,8/12/2021,deep,brown,oily,brown,P420652,LANEIGE,24.0
3,0.0,1.0,4,0,4,8/4/2021,light,blue,combination,blonde,P420652,LANEIGE,24.0
5,1.0,0.5,2,1,1,7/29/2021,deep,brown,normal,black,P420652,LANEIGE,24.0
5,1.0,0.916666985,12,1,11,7/22/2021,light,brown,combination,brunette,P420652,LANEIGE,24.0
3,0.0,0.300000012,10,7,3,7/14/2021,,,,,P420652,LANEIGE,24.0
4,1.0,,0,0,0,7/9/2021,fairLight,brown,combination,black,P420652,LANEIGE,24.0
4,0.0,1.0,3,0,3,7/2/2021,fairLight,green,oily,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,5,0,5,6/26/2021,light,blue,combination,blonde,P420652,LANEIGE,24.0
2,0.0,0.25,8,6,2,6/20/2021,porcelain,green,oily,red,P420652,LANEIGE,24.0
4,1.0,1.0,10,0,10,6/12/2021,fair,blue,combination,blonde,P420652,LANEIGE,24.0
5,1.0,,0,0,0,6/5/2021,deep,brown,oily,brown,P420652,LANEIGE,24.0
3,0.0,0.333332986,3,2,1,5/29/2021,fair,blue,combination,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,5/21/2021,,,,,P420652,LANEIGE,24.0
5,1.0,,0,0,0,5/17/2021,light,blue,dry,black,P420652,LANEIGE,24.0
4,1.0,0.5,2,1,1,5/10/2021,light,green,combination,brown,P420652,LANEIGE,24.0
4,0.0,0.0,1,1,0,5/5/2021,lightMedium,brown,dry,brown,P420652,LANEIGE,24.0
4,1.0,1.0,2,0,2,5/2/2021,light,brown,normal,blonde,P420652,LANEIGE,24.0
2,0.0,,0,0,0,4/27/2021,lightMedium,brown,normal,black,P420652,LANEIGE,24.0
5,1.0,1.0,2,0,2,4/24/2021,fair,blue,normal,brown,P420652,LANEIGE,24.0
5,1.0,1.0,4,0,4,4/19/2021,light,hazel,combination,brown,P420652,LANEIGE,24.0
4,1.0,1.0,1,0,1,4/16/2021,mediumTan,brown,combination,black,P420652,LANEIGE,24.0
5,1.0,,0,0,0,4/12/2021,lightMedium,brown,combination,blonde,P420652,LANEIGE,24.0
5,1.0,0.863636017,44,6,38,4/9/2021,lightMedium,hazel,combination,brown,P420652,LANEIGE,24.0
1,0.0,0.555555999,9,4,5,4/4/2021,lightMedium,brown,combination,black,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,3/30/2021,lightMedium,hazel,oily,blonde,P420652,LANEIGE,24.0
1,0.0,0.600000024,5,2,3,3/26/2021,lightMedium,blue,combination,brown,P420652,LANEIGE,24.0
4,1.0,1.0,1,0,1,3/22/2021,fair,Grey,combination,blonde,P420652,LANEIGE,24.0
3,0.0,1.0,1,0,1,3/18/2021,mediumTan,hazel,combination,brown,P420652,LANEIGE,24.0
5,1.0,1.0,2,0,2,3/14/2021,light,hazel,combination,brown,P420652,LANEIGE,24.0
5,1.0,0.666666985,3,1,2,3/9/2021,lightMedium,hazel,combination,red,P420652,LANEIGE,24.0
4,1.0,,0,0,0,3/6/2021,mediumTan,brown,normal,black,P420652,LANEIGE,24.0
5,1.0,,0,0,0,3/2/2021,fairLight,brown,oily,brown,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,2/25/2021,fair,blue,dry,brunette,P420652,LANEIGE,24.0
2,0.0,0.25,4,3,1,2/22/2021,light,blue,combination,blonde,P420652,LANEIGE,24.0
5,1.0,0.75,4,1,3,2/18/2021,fair,brown,normal,brown,P420652,LANEIGE,24.0
2,0.0,1.0,5,0,5,2/16/2021,mediumTan,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,1.0,4,0,4,2/13/2021,mediumTan,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,2/9/2021,tan,hazel,combination,red,P420652,LANEIGE,24.0
4,1.0,0.5,2,1,1,2/6/2021,lightMedium,brown,normal,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,2/3/2021,light,hazel,combination,brown,P420652,LANEIGE,24.0
3,1.0,1.0,5,0,5,1/30/2021,mediumTan,brown,combination,black,P420652,LANEIGE,24.0
5,1.0,0.5,2,1,1,1/27/2021,lightMedium,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,1.0,3,0,3,1/23/2021,lightMedium,green,normal,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,5,0,5,1/21/2021,medium,brown,dry,black,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,1/18/2021,,,oily,,P420652,LANEIGE,24.0
3,1.0,0.333332986,3,2,1,1/15/2021,fair,blue,combination,brunette,P420652,LANEIGE,24.0
3,1.0,,0,0,0,1/12/2021,fair,hazel,combination,black,P420652,LANEIGE,24.0
3,1.0,,0,0,0,1/8/2021,lightMedium,brown,combination,black,P420652,LANEIGE,24.0
5,1.0,1.0,3,0,3,1/4/2021,lightMedium,Grey,combination,brown,P420652,LANEIGE,24.0
5,1.0,0.0,3,3,0,1/2/2021,fair,blue,combination,brown,P420652,LANEIGE,24.0
5,1.0,1.0,2,0,2,12/30/2020,,,,,P420652,LANEIGE,24.0
5,1.0,1.0,3,0,3,12/26/2020,medium,brown,combination,brown,P420652,LANEIGE,24.0
3,0.0,0.384615004,13,8,5,12/21/2020,fair,brown,normal,brown,P420652,LANEIGE,24.0
4,1.0,,0,0,0,12/17/2020,light,hazel,combination,brunette,P420652,LANEIGE,24.0
5,1.0,1.0,3,0,3,12/14/2020,rich,brown,combination,black,P420652,LANEIGE,24.0
5,1.0,1.0,2,0,2,12/9/2020,light,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,1.0,4,0,4,12/3/2020,fair,blue,dry,blonde,P420652,LANEIGE,24.0
1,0.0,0.5,2,1,1,11/27/2020,fair,blue,combination,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,11/23/2020,light,brown,normal,blonde,P420652,LANEIGE,24.0
4,0.0,,0,0,0,11/19/2020,fair,hazel,combination,blonde,P420652,LANEIGE,24.0
4,1.0,1.0,2,0,2,11/12/2020,lightMedium,blue,normal,blonde,P420652,LANEIGE,24.0
1,0.0,0.875,16,2,14,11/7/2020,lightMedium,,normal,,P420652,LANEIGE,24.0
4,1.0,1.0,4,0,4,11/1/2020,medium,blue,oily,black,P420652,LANEIGE,24.0
2,0.0,0.571429014,21,9,12,10/29/2020,fair,brown,dry,brown,P420652,LANEIGE,24.0
5,1.0,0.800000012,5,1,4,10/26/2020,fair,brown,dry,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,10/21/2020,light,brown,dry,brunette,P420652,LANEIGE,24.0
5,1.0,0.0,2,2,0,10/15/2020,light,hazel,normal,brown,P420652,LANEIGE,24.0
3,0.0,1.0,5,0,5,10/9/2020,fair,hazel,oily,brown,P420652,LANEIGE,24.0
3,0.0,0.571429014,7,3,4,10/3/2020,tan,brown,oily,black,P420652,LANEIGE,24.0
4,0.0,0.882353008,17,2,15,9/25/2020,lightMedium,brown,dry,brown,P420652,LANEIGE,24.0
4,1.0,,0,0,0,9/22/2020,medium,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,0.0,2,2,0,9/20/2020,fair,blue,normal,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,9/15/2020,light,Grey,combination,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,5,0,5,9/11/2020,medium,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,1.0,5,0,5,9/4/2020,fair,blue,combination,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,8/30/2020,fair,Grey,combination,brown,P420652,LANEIGE,24.0
5,1.0,0.600000024,5,2,3,8/26/2020,deep,brown,normal,brown,P420652,LANEIGE,24.0
5,1.0,0.800000012,5,1,4,8/23/2020,fair,green,normal,brown,P420652,LANEIGE,24.0
5,1.0,1.0,19,0,19,8/20/2020,mediumTan,brown,combination,brown,P420652,LANEIGE,24.0
4,1.0,1.0,2,0,2,8/17/2020,lightMedium,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,8/16/2020,light,green,dry,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,3,0,3,8/14/2020,light,green,oily,blonde,P420652,LANEIGE,24.0
5,1.0,0.0,3,3,0,8/12/2020,medium,blue,dry,brunette,P420652,LANEIGE,24.0
5,1.0,0.800000012,5,1,4,8/8/2020,fair,blue,oily,brown,P420652,LANEIGE,24.0
5,1.0,1.0,4,0,4,8/5/2020,fair,hazel,combination,auburn,P420652,LANEIGE,24.0
5,1.0,0.5,2,1,1,7/31/2020,tan,brown,oily,brown,P420652,LANEIGE,24.0
5,1.0,1.0,2,0,2,7/28/2020,fair,green,oily,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,7/26/2020,lightMedium,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,1.0,9,0,9,7/22/2020,lightMedium,green,normal,brown,P420652,LANEIGE,24.0
2,0.0,0.0625,16,15,1,7/19/2020,deep,brown,combination,black,P420652,LANEIGE,24.0
2,0.0,,0,0,0,7/18/2020,olive,brown,combination,brunette,P420652,LANEIGE,24.0
5,1.0,0.909090996,22,2,20,7/14/2020,fair,brown,oily,brown,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,7/11/2020,lightMedium,brown,normal,black,P420652,LANEIGE,24.0
4,1.0,1.0,1,0,1,7/7/2020,fair,green,combination,blonde,P420652,LANEIGE,24.0
5,1.0,,0,0,0,7/3/2020,fair,brown,dry,blonde,P420652,LANEIGE,24.0
5,1.0,,0,0,0,6/29/2020,lightMedium,brown,dry,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,6/26/2020,lightMedium,green,combination,brown,P420652,LANEIGE,24.0
4,1.0,1.0,1,0,1,6/23/2020,light,brown,dry,blonde,P420652,LANEIGE,24.0
5,1.0,0.5,2,1,1,6/21/2020,fair,hazel,combination,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,6/18/2020,lightMedium,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,0.928570986,14,1,13,6/16/2020,fair,hazel,dry,brown,P420652,LANEIGE,24.0
5,1.0,1.0,9,0,9,6/14/2020,lightMedium,brown,dry,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,6/12/2020,fair,blue,combination,blonde,P420652,LANEIGE,24.0
3,0.0,,0,0,0,6/12/2020,light,brown,normal,black,P420652,LANEIGE,24.0
3,0.0,,0,0,0,6/11/2020,fair,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,6/11/2020,lightMedium,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,1.0,7,0,7,6/10/2020,fair,,combination,brown,P420652,LANEIGE,24.0
5,1.0,0.800000012,5,1,4,6/8/2020,fair,brown,dry,brown,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,6/5/2020,lightMedium,green,dry,blonde,P420652,LANEIGE,24.0
1,0.0,0.5,2,1,1,6/4/2020,mediumTan,brown,normal,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,6/1/2020,,,,,P420652,LANEIGE,24.0
3,0.0,,0,0,0,5/30/2020,fair,green,dry,blonde,P420652,LANEIGE,24.0
1,0.0,0.375,8,5,3,5/28/2020,fairLight,green,normal,black,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,5/26/2020,fair,brown,combination,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,4,0,4,5/24/2020,olive,brown,combination,auburn,P420652,LANEIGE,24.0
2,0.0,0.200000003,5,4,1,5/22/2020,fair,green,oily,brown,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,5/20/2020,,,,,P420652,LANEIGE,24.0
5,1.0,,0,0,0,5/18/2020,mediumTan,brown,oily,black,P420652,LANEIGE,24.0
5,1.0,1.0,6,0,6,5/16/2020,light,hazel,combination,brown,P420652,LANEIGE,24.0
1,0.0,0.75,4,1,3,5/14/2020,mediumTan,brown,combination,black,P420652,LANEIGE,24.0
2,0.0,0.5,4,2,2,5/12/2020,mediumTan,brown,dry,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,5/11/2020,fairLight,blue,combination,brown,P420652,LANEIGE,24.0
3,0.0,,0,0,0,5/8/2020,light,brown,normal,blonde,P420652,LANEIGE,24.0
4,1.0,,0,0,0,5/7/2020,light,hazel,combination,brown,P420652,LANEIGE,24.0
1,0.0,0.600000024,10,4,6,5/5/2020,light,,combination,,P420652,LANEIGE,24.0
2,0.0,0.400000006,5,3,2,5/4/2020,fair,brown,dry,brown,P420652,LANEIGE,24.0
4,1.0,1.0,2,0,2,5/3/2020,light,blue,combination,blonde,P420652,LANEIGE,24.0
5,1.0,0.800000012,5,1,4,5/1/2020,light,hazel,normal,brown,P420652,LANEIGE,24.0
1,0.0,0.86956501,23,3,20,4/30/2020,fair,hazel,combination,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,4/28/2020,,,,,P420652,LANEIGE,24.0
4,1.0,1.0,1,0,1,4/28/2020,light,hazel,combination,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,2,0,2,4/26/2020,lightMedium,brown,combination,black,P420652,LANEIGE,24.0
5,1.0,1.0,4,0,4,4/25/2020,light,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,0.0,1,1,0,4/24/2020,lightMedium,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,4/23/2020,lightMedium,green,normal,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,4/22/2020,fair,blue,dry,red,P420652,LANEIGE,24.0
5,1.0,0.0,2,2,0,4/21/2020,tan,brown,combination,black,P420652,LANEIGE,24.0
5,1.0,,0,0,0,4/20/2020,fair,brown,oily,brown,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,4/19/2020,light,brown,oily,black,P420652,LANEIGE,24.0
5,1.0,1.0,2,0,2,4/18/2020,light,brown,oily,black,P420652,LANEIGE,24.0
5,1.0,1.0,10,0,10,4/16/2020,lightMedium,brown,combination,black,P420652,LANEIGE,24.0
5,1.0,0.5,2,1,1,4/15/2020,fair,blue,combination,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,4/15/2020,light,brown,combination,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,2,0,2,4/14/2020,light,brown,normal,black,P420652,LANEIGE,24.0
5,1.0,1.0,2,0,2,4/12/2020,mediumTan,hazel,dry,brown,P420652,LANEIGE,24.0
4,1.0,,0,0,0,4/10/2020,light,green,dry,brown,P420652,LANEIGE,24.0
2,0.0,1.0,3,0,3,4/8/2020,mediumTan,brown,oily,brown,P420652,LANEIGE,24.0
2,0.0,1.0,4,0,4,4/5/2020,fair,brown,combination,brown,P420652,LANEIGE,24.0
2,0.0,0.6875,16,5,11,4/3/2020,light,brown,combination,black,P420652,LANEIGE,24.0
5,1.0,1.0,2,0,2,3/31/2020,light,blue,dry,blonde,P420652,LANEIGE,24.0
4,1.0,,0,0,0,3/26/2020,fair,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,3/22/2020,light,hazel,combination,brown,P420652,LANEIGE,24.0
5,1.0,1.0,4,0,4,3/17/2020,fair,brown,oily,brunette,P420652,LANEIGE,24.0
3,0.0,0.0,1,1,0,3/15/2020,fair,blue,combination,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,3/14/2020,light,brown,normal,brown,P420652,LANEIGE,24.0
4,1.0,,0,0,0,3/10/2020,light,brown,dry,brown,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,3/6/2020,light,blue,dry,brown,P420652,LANEIGE,24.0
2,0.0,,0,0,0,3/2/2020,light,brown,dry,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,2/26/2020,light,blue,combination,blonde,P420652,LANEIGE,24.0
5,1.0,1.0,4,0,4,2/21/2020,porcelain,blue,combination,blonde,P420652,LANEIGE,24.0
1,0.0,1.0,4,0,4,2/18/2020,mediumTan,brown,normal,black,P420652,LANEIGE,24.0
3,1.0,,0,0,0,2/15/2020,fair,brown,normal,black,P420652,LANEIGE,24.0
5,1.0,,0,0,0,2/13/2020,lightMedium,brown,combination,blonde,P420652,LANEIGE,24.0
5,1.0,,0,0,0,2/12/2020,medium,brown,oily,blonde,P420652,LANEIGE,24.0
2,0.0,0.0,1,1,0,2/10/2020,light,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,2/7/2020,mediumTan,brown,oily,brown,P420652,LANEIGE,24.0
1,0.0,0.947368026,19,1,18,2/4/2020,mediumTan,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,1.0,5,0,5,2/1/2020,lightMedium,brown,combination,blonde,P420652,LANEIGE,24.0
5,1.0,,0,0,0,1/30/2020,fair,hazel,normal,brown,P420652,LANEIGE,24.0
4,1.0,,0,0,0,1/28/2020,fairLight,brown,dry,black,P420652,LANEIGE,24.0
4,1.0,0.600000024,5,2,3,1/25/2020,lightMedium,hazel,combination,blonde,P420652,LANEIGE,24.0
5,1.0,0.5,2,1,1,1/22/2020,fair,green,oily,brown,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,1/19/2020,fair,blue,combination,brown,P420652,LANEIGE,24.0
4,1.0,,0,0,0,1/18/2020,lightMedium,hazel,oily,blonde,P420652,LANEIGE,24.0
5,1.0,,0,0,0,1/16/2020,,,,,P420652,LANEIGE,24.0
5,1.0,,0,0,0,1/13/2020,light,blue,normal,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,1/10/2020,mediumTan,brown,combination,auburn,P420652,LANEIGE,24.0
5,1.0,,0,0,0,1/7/2020,medium,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,1.0,1,0,1,1/4/2020,fairLight,hazel,dry,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,1/1/2020,fair,hazel,combination,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,12/28/2019,fair,blue,normal,blonde,P420652,LANEIGE,24.0
5,1.0,,0,0,0,12/23/2019,porcelain,green,dry,red,P420652,LANEIGE,24.0
5,1.0,,0,0,0,12/18/2019,lightMedium,blue,oily,blonde,P420652,LANEIGE,24.0
5,1.0,,0,0,0,12/15/2019,light,brown,combination,brunette,P420652,LANEIGE,24.0
5,1.0,,0,0,0,12/11/2019,lightMedium,hazel,combination,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,12/10/2019,,,,,P420652,LANEIGE,24.0
5,1.0,,0,0,0,12/10/2019,fair,hazel,oily,auburn,P420652,LANEIGE,24.0
5,1.0,,0,0,0,12/6/2019,fair,blue,normal,blonde,P420652,LANEIGE,24.0
5,1.0,,0,0,0,12/2/2019,porcelain,blue,combination,brunette,P420652,LANEIGE,24.0
1,0.0,,0,0,0,11/28/2019,light,green,combination,brown,P420652,LANEIGE,24.0
3,0.0,,0,0,0,11/24/2019,lightMedium,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,11/20/2019,fair,blue,combination,brown,P420652,LANEIGE,24.0
3,1.0,1.0,1,0,1,11/15/2019,fairLight,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,11/13/2019,medium,brown,oily,brunette,P420652,LANEIGE,24.0
4,0.0,,0,0,0,11/12/2019,fairLight,blue,combination,blonde,P420652,LANEIGE,24.0
5,1.0,,0,0,0,11/11/2019,fair,blue,combination,blonde,P420652,LANEIGE,24.0
5,1.0,,0,0,0,11/7/2019,lightMedium,brown,combination,brown,P420652,LANEIGE,24.0
5,1.0,,0,0,0,11/4/2019,light,brown,combination,black,P420652,LANEIGE,24.0
