rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,skin_tone,eye_color,skin_type,hair_color,product_id,brand_name,price_usd
2,0.0,0.375,8,5,3,12/26/2020,light,blue,normal,brunette,P502656,IT Cosmetics,72.0
5,1.0,1.0,2,0,2,7/1/2020,fair,brown,combination,blonde,P502656,IT Cosmetics,72.0
1,0.0,0.272727013,11,8,3,4/4/2020,medium,brown,combination,black,P502656,IT Cosmetics,72.0
3,0.0,0.608695984,23,9,14,1/15/2020,light,blue,dry,blonde,P502656,IT Cosmetics,72.0
4,1.0,1.0,1,0,1,10/23/2019,medium,brown,combination,black,P502656,IT Cosmetics,72.0
5,1.0,1.0,1,0,1,7/17/2019,light,blue,dry,blonde,P502656,IT Cosmetics,72.0
5,1.0,,0,0,0,6/6/2019,deep,brown,combination,,P502656,IT Cosmetics,72.0
5,1.0,,0,0,0,5/22/2019,medium,blue,combination,blonde,P502656,IT Cosmetics,72.0
5,1.0,,0,0,0,5/16/2019,tan,hazel,oily,blonde,P502656,IT Cosmetics,72.0
5,1.0,0.0,3,3,0,5/9/2019,olive,brown,normal,brunette,P502656,IT Cosmetics,72.0
5,1.0,,0,0,0,5/5/2019,medium,brown,combination,black,P502656,IT Cosmetics,72.0
5,1.0,,0,0,0,5/3/2019,deep,brown,combination,black,P502656,IT Cosmetics,72.0
5,1.0,,0,0,0,4/29/2019,medium,hazel,combination,black,P502656,IT Cosmetics,72.0
5,1.0,,0,0,0,4/26/2019,dark,brown,oily,black,P502656,IT Cosmetics,72.0
5,1.0,,0,0,0,4/24/2019,medium,brown,dry,brunette,P502656,IT Cosmetics,72.0
5,1.0,1.0,6,0,6,3/13/2019,light,green,normal,brunette,P502656,IT Cosmetics,72.0
3,1.0,0.75,4,1,3,12/30/2018,porcelain,brown,combination,brunette,P502656,IT Cosmetics,72.0
1,0.0,0.200000003,5,4,1,11/1/2018,light,hazel,combination,brunette,P502656,IT Cosmetics,72.0
4,0.0,,0,0,0,9/5/2018,medium,brown,combination,brunette,P502656,IT Cosmetics,72.0
5,1.0,,0,0,0,6/4/2018,fair,brown,combination,red,P502656,IT Cosmetics,72.0
1,0.0,0.714286029,14,4,10,4/26/2018,medium,brown,combination,black,P502656,IT Cosmetics,72.0
5,1.0,,0,0,0,2/24/2018,fair,blue,combination,blonde,P502656,IT Cosmetics,72.0
5,1.0,,0,0,0,1/11/2018,porcelain,hazel,combination,brunette,P502656,IT Cosmetics,72.0
3,0.0,,0,0,0,12/18/2017,light,brown,combination,,P502656,IT Cosmetics,72.0
5,1.0,0.833333015,12,2,10,11/2/2017,olive,brown,combination,brunette,P502656,IT Cosmetics,72.0
5,1.0,0.5,6,3,3,9/19/2017,light,blue,dry,blonde,P502656,IT Cosmetics,72.0
5,1.0,1.0,2,0,2,1/25/2022,,,combination,brown,P375850,SK-II,75.0
5,1.0,,0,0,0,6/27/2021,tan,brown,oily,black,P375850,SK-II,75.0
5,1.0,,0,0,0,6/26/2021,lightMedium,brown,oily,black,P375850,SK-II,75.0
3,1.0,,0,0,0,6/26/2021,light,hazel,dry,brown,P375850,SK-II,75.0
5,1.0,,0,0,0,6/25/2021,lightMedium,brown,combination,blonde,P375850,SK-II,75.0
5,1.0,,0,0,0,6/24/2021,deep,brown,normal,black,P375850,SK-II,75.0
5,1.0,,0,0,0,6/22/2021,light,blue,normal,blonde,P375850,SK-II,75.0
5,1.0,,0,0,0,6/20/2021,fair,,oily,,P375850,SK-II,75.0
5,1.0,,0,0,0,6/18/2021,fair,green,combination,auburn,P375850,SK-II,75.0
3,0.0,,0,0,0,6/15/2021,fairLight,blue,combination,black,P375850,SK-II,75.0
3,0.0,,0,0,0,6/13/2021,lightMedium,brown,combination,brown,P375850,SK-II,75.0
5,1.0,,0,0,0,6/10/2021,fair,green,combination,blonde,P375850,SK-II,75.0
4,1.0,,0,0,0,6/8/2021,light,brown,normal,blonde,P375850,SK-II,75.0
4,1.0,,0,0,0,6/6/2021,light,Grey,dry,red,P375850,SK-II,75.0
3,0.0,,0,0,0,6/3/2021,fairLight,hazel,combination,brown,P375850,SK-II,75.0
5,1.0,,0,0,0,6/1/2021,fairLight,hazel,combination,brown,P375850,SK-II,75.0
3,0.0,,0,0,0,5/30/2021,light,hazel,normal,brown,P375850,SK-II,75.0
3,0.0,,0,0,0,5/29/2021,light,green,combination,brown,P375850,SK-II,75.0
5,1.0,,0,0,0,5/28/2021,light,brown,combination,blonde,P375850,SK-II,75.0
4,1.0,,0,0,0,5/26/2021,lightMedium,hazel,combination,brown,P375850,SK-II,75.0
5,1.0,,0,0,0,5/24/2021,lightMedium,green,normal,brown,P375850,SK-II,75.0
5,1.0,,0,0,0,5/21/2021,deep,brown,dry,black,P375850,SK-II,75.0
3,0.0,,0,0,0,5/19/2021,light,blue,normal,brown,P375850,SK-II,75.0
4,1.0,,0,0,0,5/18/2021,fair,green,normal,brown,P375850,SK-II,75.0
5,1.0,,0,0,0,5/16/2021,light,hazel,dry,black,P375850,SK-II,75.0
5,1.0,,0,0,0,5/15/2021,fairLight,blue,oily,gray,P375850,SK-II,75.0
5,1.0,,0,0,0,5/13/2021,,,,,P375850,SK-II,75.0
2,0.0,0.0,1,1,0,12/28/2020,medium,,combination,,P375850,SK-II,75.0
3,0.0,1.0,3,0,3,10/19/2018,medium,brown,combination,black,P375850,SK-II,75.0
5,,0.800000012,5,1,4,7/26/2016,,,combination,,P375850,SK-II,75.0
4,,0.888889015,9,1,8,6/16/2013,,,combination,,P375850,SK-II,75.0
5,1.0,0.875,8,1,7,2/3/2021,lightMedium,brown,combination,black,P122881,CLINIQUE,20.0
5,1.0,1.0,6,0,6,4/14/2020,lightMedium,brown,oily,brown,P122881,CLINIQUE,20.0
5,1.0,1.0,1,0,1,6/19/2019,mediumTan,brown,oily,black,P122881,CLINIQUE,20.0
4,1.0,,0,0,0,12/18/2018,tan,brown,oily,black,P122881,CLINIQUE,20.0
4,1.0,,0,0,0,5/30/2018,mediumTan,brown,combination,black,P122881,CLINIQUE,20.0
5,1.0,,0,0,0,12/19/2017,lightMedium,green,oily,brown,P122881,CLINIQUE,20.0
4,,,0,0,0,2/16/2017,,,combination,,P122881,CLINIQUE,20.0
4,,,0,0,0,5/15/2016,,,oily,,P122881,CLINIQUE,20.0
5,,1.0,5,0,5,7/27/2015,,,oily,,P122881,CLINIQUE,20.0
4,,1.0,1,0,1,1/5/2015,,,combination,,P122881,CLINIQUE,20.0
5,,,0,0,0,7/17/2014,,,oily,,P122881,CLINIQUE,20.0
5,,,0,0,0,2/5/2014,,,,,P122881,CLINIQUE,20.0
5,,,0,0,0,8/11/2013,,,combination,,P122881,CLINIQUE,20.0
5,,,0,0,0,1/21/2013,,,combination,,P122881,CLINIQUE,20.0
4,,,0,0,0,8/23/2012,,,,,P122881,CLINIQUE,20.0
5,,,0,0,0,1/4/2012,lightMedium,,oily,,P122881,CLINIQUE,20.0
5,,,0,0,0,9/9/2011,light,,combination,,P122881,CLINIQUE,20.0
5,,,0,0,0,5/12/2011,light,,combination,,P122881,CLINIQUE,20.0
5,,,0,0,0,1/8/2011,tan,,oily,,P122881,CLINIQUE,20.0
4,,,0,0,0,11/6/2010,tan,,oily,,P122881,CLINIQUE,20.0
5,,,0,0,0,8/24/2010,mediumTan,,combination,,P122881,CLINIQUE,20.0
5,,,0,0,0,7/9/2010,mediumTan,,oily,,P122881,CLINIQUE,20.0
5,,,0,0,0,5/11/2010,light,,combination,,P122881,CLINIQUE,20.0
5,,,0,0,0,3/12/2010,mediumTan,,combination,,P122881,CLINIQUE,20.0
4,,,0,0,0,12/18/2009,light,,normal,,P122881,CLINIQUE,20.0
5,,,0,0,0,9/29/2009,tan,,combination,,P122881,CLINIQUE,20.0
5,,,0,0,0,8/9/2009,fair,,combination,,P122881,CLINIQUE,20.0
5,,,0,0,0,5/29/2009,lightMedium,,,,P122881,CLINIQUE,20.0
5,,,0,0,0,3/19/2009,mediumTan,,combination,,P122881,CLINIQUE,20.0
5,,,0,0,0,10/29/2008,lightMedium,,,,P122881,CLINIQUE,20.0
3,0.0,,0,0,0,3/20/2023,fair,blue,dry,blonde,P467655,The INKEY List,9.99
4,1.0,1.0,1,0,1,1/29/2023,lightMedium,brown,oily,black,P467655,The INKEY List,9.99
5,1.0,1.0,2,0,2,12/16/2022,light,green,combination,blonde,P467655,The INKEY List,9.99
5,1.0,0.333332986,3,2,1,9/7/2022,mediumTan,hazel,combination,black,P467655,The INKEY List,9.99
2,0.0,0.666666985,3,1,2,7/29/2022,lightMedium,green,combination,brown,P467655,The INKEY List,9.99
5,1.0,,0,0,0,7/3/2022,medium,brown,dry,red,P467655,The INKEY List,9.99
5,1.0,1.0,3,0,3,5/23/2022,lightMedium,brown,combination,brown,P467655,The INKEY List,9.99
4,1.0,1.0,1,0,1,4/18/2022,light,blue,normal,blonde,P467655,The INKEY List,9.99
2,0.0,0.5,4,2,2,3/9/2022,fair,hazel,oily,brown,P467655,The INKEY List,9.99
5,1.0,,0,0,0,2/10/2022,light,hazel,combination,brown,P467655,The INKEY List,9.99
4,1.0,,0,0,0,1/6/2022,light,blue,combination,blonde,P467655,The INKEY List,9.99
4,1.0,,0,0,0,12/1/2021,lightMedium,brown,combination,brown,P467655,The INKEY List,9.99
2,0.0,1.0,1,0,1,11/1/2021,lightMedium,brown,oily,blonde,P467655,The INKEY List,9.99
2,0.0,0.5,8,4,4,9/2/2021,fairLight,green,combination,blonde,P467655,The INKEY List,9.99
5,1.0,1.0,1,0,1,8/5/2021,medium,brown,dry,blonde,P467655,The INKEY List,9.99
1,0.0,1.0,3,0,3,6/24/2021,light,brown,oily,black,P467655,The INKEY List,9.99
1,0.0,0.714286029,7,2,5,5/27/2021,fair,blue,dry,blonde,P467655,The INKEY List,9.99
4,1.0,0.5,4,2,2,5/1/2021,light,brown,combination,brown,P467655,The INKEY List,9.99
5,1.0,0.571429014,7,3,4,4/17/2021,fair,blue,oily,blonde,P467655,The INKEY List,9.99
2,0.0,,0,0,0,4/8/2021,lightMedium,brown,combination,blonde,P467655,The INKEY List,9.99
5,1.0,1.0,5,0,5,3/24/2021,tan,brown,combination,black,P467655,The INKEY List,9.99
1,0.0,1.0,4,0,4,3/4/2021,fair,hazel,combination,brown,P467655,The INKEY List,9.99
5,1.0,1.0,1,0,1,2/17/2021,fair,green,oily,blonde,P467655,The INKEY List,9.99
4,1.0,0.5,2,1,1,2/5/2021,light,brown,dry,brown,P467655,The INKEY List,9.99
2,0.0,1.0,6,0,6,1/30/2021,lightMedium,green,combination,red,P467655,The INKEY List,9.99
5,1.0,0.0,1,1,0,1/23/2021,light,green,dry,brown,P467655,The INKEY List,9.99
5,1.0,,0,0,0,1/19/2021,fair,blue,oily,brown,P467655,The INKEY List,9.99
5,1.0,1.0,3,0,3,1/16/2021,tan,green,combination,brown,P467655,The INKEY List,9.99
5,1.0,1.0,1,0,1,1/14/2021,fair,green,combination,blonde,P467655,The INKEY List,9.99
4,1.0,0.125,8,7,1,1/10/2021,lightMedium,green,combination,auburn,P467655,The INKEY List,9.99
5,1.0,1.0,1,0,1,1/7/2021,medium,brown,combination,brown,P467655,The INKEY List,9.99
5,1.0,0.75,20,5,15,12/16/2021,fair,green,dry,blonde,P440949,Alpha-H,56.0
4,1.0,0.666666985,3,1,2,7/28/2021,fair,brown,combination,blonde,P440949,Alpha-H,56.0
5,1.0,1.0,1,0,1,7/21/2021,lightMedium,hazel,dry,brown,P440949,Alpha-H,56.0
5,1.0,1.0,1,0,1,7/11/2021,lightMedium,brown,combination,brown,P440949,Alpha-H,56.0
5,1.0,1.0,3,0,3,7/3/2021,medium,brown,combination,blonde,P440949,Alpha-H,56.0
4,1.0,,0,0,0,6/27/2021,medium,blue,dry,blonde,P440949,Alpha-H,56.0
5,1.0,,0,0,0,6/20/2021,fair,brown,combination,brown,P440949,Alpha-H,56.0
4,1.0,1.0,1,0,1,2/23/2021,lightMedium,brown,combination,black,P440949,Alpha-H,56.0
5,1.0,,0,0,0,1/31/2021,fair,green,dry,blonde,P440949,Alpha-H,56.0
3,0.0,0.857142985,7,1,6,4/15/2020,light,blue,normal,blonde,P440949,Alpha-H,56.0
4,1.0,0.0,1,1,0,10/19/2019,lightMedium,brown,oily,brown,P440949,Alpha-H,56.0
5,1.0,,0,0,0,10/16/2019,fair,green,normal,brown,P440949,Alpha-H,56.0
5,1.0,,0,0,0,10/15/2019,fair,green,combination,blonde,P440949,Alpha-H,56.0
5,1.0,,0,0,0,10/10/2019,lightMedium,brown,oily,brown,P440949,Alpha-H,56.0
5,1.0,,0,0,0,10/7/2019,medium,brown,combination,brown,P440949,Alpha-H,56.0
5,1.0,,0,0,0,9/30/2019,lightMedium,brown,combination,blonde,P440949,Alpha-H,56.0
4,1.0,,0,0,0,9/27/2019,light,green,combination,blonde,P440949,Alpha-H,56.0
5,1.0,,0,0,0,9/27/2019,light,brown,oily,blonde,P440949,Alpha-H,56.0
5,1.0,,0,0,0,9/26/2019,light,hazel,combination,blonde,P440949,Alpha-H,56.0
5,1.0,,0,0,0,9/22/2019,medium,brown,oily,black,P440949,Alpha-H,56.0
4,1.0,,0,0,0,9/17/2019,fair,hazel,dry,brown,P440949,Alpha-H,56.0
5,1.0,,0,0,0,9/14/2019,lightMedium,brown,combination,brown,P440949,Alpha-H,56.0
5,1.0,1.0,1,0,1,9/11/2019,,,,,P440949,Alpha-H,56.0
5,1.0,,0,0,0,9/7/2019,light,hazel,normal,brown,P440949,Alpha-H,56.0
5,1.0,,0,0,0,9/5/2019,fairLight,blue,combination,blonde,P440949,Alpha-H,56.0
5,1.0,,0,0,0,9/3/2019,lightMedium,hazel,combination,brown,P440949,Alpha-H,56.0
4,1.0,1.0,1,0,1,9/1/2019,lightMedium,brown,combination,brown,P440949,Alpha-H,56.0
4,1.0,,0,0,0,8/29/2019,fair,brown,combination,blonde,P440949,Alpha-H,56.0
4,1.0,1.0,3,0,3,8/28/2019,fair,blue,combination,blonde,P440949,Alpha-H,56.0
5,1.0,1.0,4,0,4,8/26/2019,medium,brown,dry,blonde,P440949,Alpha-H,56.0
4,1.0,0.428570986,63,36,27,4/5/2019,light,brown,oily,brown,P440949,Alpha-H,56.0
2,0.0,1.0,1,0,1,3/2/2023,fair,blue,combination,brown,P501760,Glow Recipe,38.0
3,0.0,,0,0,0,2/7/2023,fairLight,,dry,blonde,P501760,Glow Recipe,38.0
5,1.0,1.0,6,0,6,1/13/2023,,,,,P501760,Glow Recipe,38.0
2,0.0,0.800000012,5,1,4,11/25/2022,,blue,combination,,P501760,Glow Recipe,38.0
4,1.0,1.0,2,0,2,10/5/2022,lightMedium,,combination,,P501760,Glow Recipe,38.0
5,1.0,,0,0,0,9/24/2022,mediumTan,,dry,black,P501760,Glow Recipe,38.0
5,1.0,1.0,1,0,1,9/16/2022,light,brown,dry,black,P501760,Glow Recipe,38.0
5,1.0,0.0,1,1,0,9/13/2022,mediumTan,hazel,dry,black,P501760,Glow Recipe,38.0
5,1.0,1.0,5,0,5,9/10/2022,medium,brown,combination,brown,P501760,Glow Recipe,38.0
5,1.0,0.0,2,2,0,9/9/2022,fair,blue,dry,brown,P501760,Glow Recipe,38.0
5,1.0,,0,0,0,9/8/2022,light,blue,combination,blonde,P501760,Glow Recipe,38.0
5,1.0,1.0,2,0,2,9/7/2022,light,blue,combination,blonde,P501760,Glow Recipe,38.0
5,1.0,1.0,1,0,1,9/7/2022,light,brown,combination,brown,P501760,Glow Recipe,38.0
5,1.0,,0,0,0,9/6/2022,lightMedium,green,oily,brown,P501760,Glow Recipe,38.0
5,1.0,,0,0,0,9/6/2022,medium,brown,combination,brown,P501760,Glow Recipe,38.0
5,1.0,0.5,2,1,1,9/6/2022,light,brown,oily,brown,P501760,Glow Recipe,38.0
5,1.0,1.0,1,0,1,9/6/2022,lightMedium,brown,normal,brown,P501760,Glow Recipe,38.0
5,1.0,,0,0,0,9/6/2022,lightMedium,blue,oily,brown,P501760,Glow Recipe,38.0
5,1.0,,0,0,0,9/5/2022,light,brown,combination,brown,P501760,Glow Recipe,38.0
5,1.0,,0,0,0,9/4/2022,lightMedium,brown,combination,black,P501760,Glow Recipe,38.0
5,1.0,,0,0,0,9/4/2022,light,hazel,normal,brown,P501760,Glow Recipe,38.0
5,1.0,,0,0,0,9/3/2022,fair,brown,combination,brown,P501760,Glow Recipe,38.0
5,1.0,,0,0,0,9/2/2022,light,brown,dry,brown,P501760,Glow Recipe,38.0
5,1.0,1.0,1,0,1,9/2/2022,tan,brown,combination,black,P501760,Glow Recipe,38.0
4,1.0,,0,0,0,9/2/2022,,,,,P501760,Glow Recipe,38.0
4,1.0,,0,0,0,9/2/2022,lightMedium,brown,dry,brown,P501760,Glow Recipe,38.0
5,1.0,,0,0,0,9/1/2022,medium,brown,dry,brown,P501760,Glow Recipe,38.0
5,1.0,,0,0,0,9/1/2022,light,hazel,combination,blonde,P501760,Glow Recipe,38.0
5,1.0,,0,0,0,9/1/2022,medium,brown,combination,brown,P501760,Glow Recipe,38.0
5,1.0,0.0,1,1,0,8/31/2022,lightMedium,green,combination,gray,P501760,Glow Recipe,38.0
1,0.0,1.0,1,0,1,3/4/2023,,brown,dry,,P422022,Kiehl's Since 1851,65.0
5,1.0,1.0,2,0,2,5/26/2022,tan,brown,combination,black,P422022,Kiehl's Since 1851,65.0
5,1.0,1.0,1,0,1,2/17/2022,light,green,combination,blonde,P422022,Kiehl's Since 1851,65.0
4,1.0,,0,0,0,2/12/2022,light,brown,oily,black,P422022,Kiehl's Since 1851,65.0
2,0.0,,0,0,0,2/9/2022,light,brown,normal,brown,P422022,Kiehl's Since 1851,65.0
5,1.0,0.5,2,1,1,2/6/2022,lightMedium,brown,combination,brown,P422022,Kiehl's Since 1851,65.0
4,1.0,,0,0,0,2/1/2022,lightMedium,brown,combination,auburn,P422022,Kiehl's Since 1851,65.0
5,1.0,,0,0,0,1/31/2022,fair,green,oily,blonde,P422022,Kiehl's Since 1851,65.0
4,1.0,,0,0,0,1/28/2022,light,brown,combination,brown,P422022,Kiehl's Since 1851,65.0
5,1.0,,0,0,0,1/26/2022,light,green,combination,black,P422022,Kiehl's Since 1851,65.0
5,1.0,,0,0,0,1/26/2022,fair,brown,combination,brown,P422022,Kiehl's Since 1851,65.0
1,0.0,0.800000012,10,2,8,10/3/2021,lightMedium,brown,combination,brown,P422022,Kiehl's Since 1851,65.0
1,0.0,0.886363983,44,5,39,3/29/2021,tan,brown,dry,black,P422022,Kiehl's Since 1851,65.0
1,0.0,0.880952001,42,5,37,10/12/2020,light,brown,dry,black,P422022,Kiehl's Since 1851,65.0
4,1.0,,0,0,0,7/30/2020,mediumTan,brown,combination,black,P422022,Kiehl's Since 1851,65.0
5,1.0,1.0,3,0,3,7/13/2020,light,green,combination,black,P422022,Kiehl's Since 1851,65.0
5,1.0,,0,0,0,6/28/2020,lightMedium,brown,oily,black,P422022,Kiehl's Since 1851,65.0
3,0.0,0.666666985,3,1,2,6/14/2020,lightMedium,brown,combination,black,P422022,Kiehl's Since 1851,65.0
5,1.0,1.0,1,0,1,5/30/2020,tan,brown,combination,black,P422022,Kiehl's Since 1851,65.0
1,0.0,1.0,13,0,13,4/25/2020,mediumTan,brown,dry,brown,P422022,Kiehl's Since 1851,65.0
1,0.0,0.423076987,26,15,11,1/19/2020,light,brown,oily,brown,P422022,Kiehl's Since 1851,65.0
5,1.0,1.0,1,0,1,7/27/2019,lightMedium,blue,dry,brown,P422022,Kiehl's Since 1851,65.0
4,1.0,,0,0,0,5/7/2019,light,brown,combination,black,P422022,Kiehl's Since 1851,65.0
1,0.0,0.666666985,9,3,6,4/26/2019,light,hazel,oily,blonde,P422022,Kiehl's Since 1851,65.0
5,1.0,,0,0,0,4/22/2019,lightMedium,brown,combination,black,P422022,Kiehl's Since 1851,65.0
3,0.0,1.0,2,0,2,4/15/2019,fair,brown,normal,brown,P422022,Kiehl's Since 1851,65.0
4,1.0,,0,0,0,4/9/2019,deep,brown,dry,black,P422022,Kiehl's Since 1851,65.0
4,1.0,,0,0,0,3/5/2019,mediumTan,brown,combination,brown,P422022,Kiehl's Since 1851,65.0
5,1.0,0.0,1,1,0,9/21/2018,mediumTan,brown,combination,black,P422022,Kiehl's Since 1851,65.0
1,0.0,0.611110985,18,7,11,4/5/2018,lightMedium,brown,combination,brown,P422022,Kiehl's Since 1851,65.0
3,,0.466666996,15,8,7,8/16/2017,,,,,P422022,Kiehl's Since 1851,65.0
5,1.0,0.583333015,12,5,7,7/29/2022,light,brown,dry,brown,P455611,Kiehl's Since 1851,125.0
4,1.0,0.5,4,2,2,3/8/2022,light,brown,combination,brown,P455611,Kiehl's Since 1851,125.0
5,1.0,,0,0,0,2/14/2022,lightMedium,brown,normal,blonde,P455611,Kiehl's Since 1851,125.0
4,1.0,,0,0,0,2/12/2022,lightMedium,,combination,brown,P455611,Kiehl's Since 1851,125.0
5,1.0,0.0,1,1,0,2/7/2022,light,green,combination,black,P455611,Kiehl's Since 1851,125.0
5,1.0,0.0,1,1,0,2/3/2022,light,brown,combination,gray,P455611,Kiehl's Since 1851,125.0
5,1.0,,0,0,0,2/1/2022,lightMedium,blue,combination,blonde,P455611,Kiehl's Since 1851,125.0
5,1.0,,0,0,0,1/29/2022,fair,hazel,combination,auburn,P455611,Kiehl's Since 1851,125.0
4,1.0,,0,0,0,1/26/2022,fair,green,combination,blonde,P455611,Kiehl's Since 1851,125.0
5,1.0,,0,0,0,1/26/2022,,,,,P455611,Kiehl's Since 1851,125.0
5,1.0,,0,0,0,1/26/2022,fair,blue,oily,brown,P455611,Kiehl's Since 1851,125.0
5,1.0,0.833333015,6,1,5,6/3/2021,fair,brown,dry,brown,P455611,Kiehl's Since 1851,125.0
4,1.0,0.5,18,9,9,12/17/2020,mediumTan,brown,combination,brown,P455611,Kiehl's Since 1851,125.0
2,0.0,1.0,4,0,4,8/16/2020,lightMedium,green,combination,blonde,P455611,Kiehl's Since 1851,125.0
5,1.0,1.0,4,0,4,7/21/2020,lightMedium,brown,combination,black,P455611,Kiehl's Since 1851,125.0
5,1.0,1.0,2,0,2,7/7/2020,mediumTan,brown,dry,brown,P455611,Kiehl's Since 1851,125.0
4,1.0,1.0,1,0,1,6/18/2020,mediumTan,brown,combination,black,P455611,Kiehl's Since 1851,125.0
5,1.0,1.0,6,0,6,6/4/2020,light,brown,oily,black,P455611,Kiehl's Since 1851,125.0
4,1.0,,0,0,0,5/23/2020,lightMedium,green,combination,,P455611,Kiehl's Since 1851,125.0
5,1.0,1.0,7,0,7,3/8/2020,fair,hazel,combination,brown,P455611,Kiehl's Since 1851,125.0
5,1.0,1.0,2,0,2,10/3/2019,lightMedium,brown,normal,black,P455611,Kiehl's Since 1851,125.0
1,1.0,0.5,2,1,1,6/1/2019,medium,,combination,,P455611,Kiehl's Since 1851,125.0
4,1.0,,0,0,0,5/1/2019,light,brown,combination,auburn,P455611,Kiehl's Since 1851,125.0
4,1.0,0.899999976,10,1,9,4/25/2019,fair,brown,combination,black,P455611,Kiehl's Since 1851,125.0
3,1.0,0.666666985,3,1,2,4/16/2019,light,brown,normal,brown,P455611,Kiehl's Since 1851,125.0
5,1.0,,0,0,0,4/12/2019,fair,blue,combination,brown,P455611,Kiehl's Since 1851,125.0
4,1.0,,0,0,0,3/29/2019,lightMedium,brown,dry,brown,P455611,Kiehl's Since 1851,125.0
5,1.0,,0,0,0,12/20/2018,,,,,P455611,Kiehl's Since 1851,125.0
5,1.0,,0,0,0,6/9/2018,mediumTan,blue,combination,black,P455611,Kiehl's Since 1851,125.0
3,0.0,0.5,8,4,4,12/19/2017,lightMedium,green,dry,brown,P455611,Kiehl's Since 1851,125.0
5,1.0,0.800000012,10,2,8,12/25/2022,lightMedium,brown,combination,,P471025,Farmacy,48.0
4,1.0,0.833333015,6,1,5,6/2/2022,light,green,combination,blonde,P471025,Farmacy,48.0
5,1.0,0.0,1,1,0,2/24/2022,light,brown,combination,brown,P471025,Farmacy,48.0
3,0.0,0.666666985,6,2,4,12/5/2021,light,brown,combination,black,P471025,Farmacy,48.0
5,1.0,1.0,8,0,8,9/10/2021,lightMedium,brown,normal,brown,P471025,Farmacy,48.0
5,1.0,1.0,1,0,1,8/3/2021,light,green,dry,blonde,P471025,Farmacy,48.0
1,0.0,0.666666985,15,5,10,5/30/2021,light,hazel,normal,blonde,P471025,Farmacy,48.0
5,1.0,1.0,7,0,7,4/29/2021,fair,brown,dry,brown,P471025,Farmacy,48.0
4,1.0,0.600000024,5,2,3,4/15/2021,light,brown,combination,black,P471025,Farmacy,48.0
5,1.0,1.0,1,0,1,4/14/2021,tan,brown,normal,black,P471025,Farmacy,48.0
5,1.0,1.0,1,0,1,4/13/2021,deep,brown,oily,black,P471025,Farmacy,48.0
5,1.0,1.0,1,0,1,4/12/2021,fair,brown,combination,brown,P471025,Farmacy,48.0
5,1.0,0.0,1,1,0,4/11/2021,fair,brown,combination,blonde,P471025,Farmacy,48.0
4,1.0,0.0,1,1,0,4/9/2021,fair,brown,dry,black,P471025,Farmacy,48.0
4,1.0,1.0,2,0,2,4/8/2021,mediumTan,brown,combination,black,P471025,Farmacy,48.0
5,1.0,1.0,1,0,1,4/7/2021,medium,brown,dry,black,P471025,Farmacy,48.0
5,1.0,1.0,1,0,1,4/6/2021,lightMedium,brown,dry,brown,P471025,Farmacy,48.0
4,1.0,,0,0,0,4/5/2021,deep,brown,combination,black,P471025,Farmacy,48.0
5,1.0,,0,0,0,4/4/2021,lightMedium,brown,normal,brown,P471025,Farmacy,48.0
4,1.0,,0,0,0,4/2/2021,light,brown,normal,brown,P471025,Farmacy,48.0
5,1.0,,0,0,0,4/1/2021,fair,brown,combination,brown,P471025,Farmacy,48.0
5,1.0,,0,0,0,3/31/2021,lightMedium,brown,normal,black,P471025,Farmacy,48.0
5,1.0,,0,0,0,3/30/2021,light,brown,dry,brown,P471025,Farmacy,48.0
5,1.0,0.0,1,1,0,3/30/2021,fairLight,green,dry,brown,P471025,Farmacy,48.0
5,1.0,,0,0,0,3/29/2021,light,brown,combination,blonde,P471025,Farmacy,48.0
5,1.0,,0,0,0,3/29/2021,light,brown,combination,brown,P471025,Farmacy,48.0
4,1.0,,0,0,0,3/28/2021,light,brown,normal,auburn,P471025,Farmacy,48.0
5,1.0,,0,0,0,3/28/2021,lightMedium,brown,normal,brown,P471025,Farmacy,48.0
4,1.0,,0,0,0,3/27/2021,lightMedium,brown,combination,black,P471025,Farmacy,48.0
5,1.0,,0,0,0,3/27/2021,lightMedium,brown,dry,brown,P471025,Farmacy,48.0
4,1.0,,0,0,0,3/27/2021,medium,brown,normal,black,P471025,Farmacy,48.0
5,1.0,0.777778029,9,2,7,11/6/2020,light,brown,combination,brown,P217513,fresh,96.0
5,1.0,,0,0,0,11/24/2019,light,brown,combination,black,P217513,fresh,96.0
5,1.0,,0,0,0,5/15/2019,fair,brown,combination,brown,P217513,fresh,96.0
4,1.0,0.0,1,1,0,10/20/2018,light,brown,normal,brown,P217513,fresh,96.0
5,1.0,,0,0,0,6/2/2018,light,brown,normal,brown,P217513,fresh,96.0
4,1.0,,0,0,0,3/11/2018,tan,brown,combination,brown,P217513,fresh,96.0
3,1.0,0.0,1,1,0,12/19/2017,lightMedium,green,dry,blonde,P217513,fresh,96.0
5,,1.0,2,0,2,7/27/2017,,,,,P217513,fresh,96.0
1,,1.0,8,0,8,2/12/2017,,,,,P217513,fresh,96.0
1,,0.8125,16,3,13,12/5/2016,,,,,P217513,fresh,96.0
4,,,0,0,0,8/30/2016,,,,,P217513,fresh,96.0
4,,,0,0,0,7/14/2016,,,,,P217513,fresh,96.0
5,,1.0,49,0,49,3/11/2016,,,,,P217513,fresh,96.0
