rating,is_recommended,helpfulness,total_feedback_count,submission_time,product_id,brand_name,price_usd,positive_ratio,tone_dark,tone_deep,tone_fair,tone_fairLight,tone_light,tone_lightMedium,tone_medium,tone_mediumTan,tone_notSureST,tone_olive,tone_porcelain,tone_rich,tone_tan,eye_Grey,eye_blue,eye_brown,eye_gray,eye_green,eye_hazel,skin_combination,skin_dry,skin_normal,skin_oily,hair_auburn,hair_black,hair_blonde,hair_brown,hair_brunette,hair_gray,hair_red
2,0.0,0.333332986,6.0,1/19/2020,P421275,71,19.0,0.4056838710822129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
3,0.0,0.75,8.0,1/8/2020,P421275,71,19.0,0.6391511932854698,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
3,1.0,1.0,4.0,9/24/2019,P421275,71,19.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0.0,0.0,5.0,4/26/2019,P421275,71,19.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5,1.0,1.0,6.0,3/5/2019,P421275,71,19.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0.0,0.0,4.0,10/26/2018,P421275,71,19.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
5,1.0,0.833333015,6.0,9/22/2018,P421275,71,19.0,0.7210570543488701,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4,1.0,0.800000012,5.0,8/22/2017,P421275,71,19.0,0.6989700043360187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,1.0,0.055555601,18.0,8/14/2017,P421275,71,19.0,0.1934264036172708,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.966666996,30.0,7/22/2017,P421275,71,19.0,0.8307061924012187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.5,4.0,10/1/2021,P297524,68,17.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
5,1.0,0.833333015,6.0,2/18/2021,P297524,68,17.0,0.7210570543488701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.833333015,6.0,8/8/2020,P297524,68,17.0,0.7210570543488701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4,1.0,0.090909101,22.0,4/9/2020,P297524,68,17.0,0.2651645097780702,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0.0,0.555555999,9.0,11/13/2017,P297524,68,17.0,0.5268025545616606,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,1.0,0.75,4.0,5/4/2017,P297524,68,17.0,0.6666666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,1.0,5.0,4/3/2017,P297524,68,17.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,1.0,0.75,4.0,12/6/2016,P297524,68,17.0,0.6666666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.857142985,7.0,11/14/2016,P297524,68,17.0,0.7373504649628064,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.75,4.0,8/25/2016,P297524,68,17.0,0.6666666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,1.0,8.0,6/15/2016,P297524,68,17.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3,1.0,0.5,10.0,4/14/2016,P297524,68,17.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,1.0,5.0,3/22/2015,P297524,68,17.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.875,8.0,2/9/2015,P297524,68,17.0,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.0,8.0,1/24/2015,P297524,68,17.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4,1.0,1.0,8.0,12/1/2014,P297524,68,17.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,1.0,7.0,9/28/2014,P297524,68,17.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,1.0,5.0,8/9/2014,P297524,68,17.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,1.0,14.0,2/14/2014,P297524,68,17.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4,1.0,1.0,7.0,1/9/2014,P297524,68,17.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4,1.0,1.0,4.0,7/13/2013,P297524,68,17.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,1.0,6.0,6/19/2013,P297524,68,17.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.800000012,5.0,4/28/2013,P297524,68,17.0,0.6989700043360187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4,1.0,0.75,4.0,3/10/2013,P297524,68,17.0,0.6666666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,1.0,4.0,2/19/2013,P297524,68,17.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,1.0,7.0,1/2/2013,P297524,68,17.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,1.0,9.0,4/6/2012,P297524,68,17.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,1.0,5.0,9/27/2011,P297524,68,17.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3,0.0,1.0,7.0,7/26/2020,P394624,110,38.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.25,4.0,6/13/2020,P394624,110,38.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5,1.0,0.909090996,11.0,3/31/2017,P394624,110,38.0,0.7757561757824245,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.833333015,6.0,2/16/2017,P394624,110,38.0,0.7210570543488701,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.966666996,30.0,11/17/2016,P394624,110,38.0,0.8307061924012187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,1.0,6.0,7/5/2016,P394624,110,38.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1.0,0.714286029,7.0,3/11/2016,P394624,110,38.0,0.6199062332840658,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,1.0,0.800000012,5.0,2/4/2016,P394624,110,38.0,0.6989700043360187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,1.0,14.0,8/24/2015,P394624,110,38.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4,1.0,0.857142985,7.0,12/19/2022,P429952,92,49.0,0.7373504649628064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5,1.0,0.800000012,10.0,8/9/2022,P429952,92,49.0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0.0,0.625,8.0,4/2/2022,P429952,92,49.0,0.5637914160289369,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
5,1.0,0.375,8.0,11/17/2021,P429952,92,49.0,0.4362085839710631,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3,0.0,0.777778029,9.0,9/20/2021,P429952,92,49.0,0.6543128759565946,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0.0,0.958333015,24.0,12/16/2020,P429952,92,49.0,0.8209477682489587,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0.0,0.92682898,41.0,10/31/2020,P429952,92,49.0,0.7254784375772821,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4,1.0,1.0,5.0,9/5/2020,P429952,92,49.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,0.0,0.833333015,12.0,7/22/2020,P429952,92,49.0,0.6857972507265685,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,0.0,0.461537987,13.0,7/12/2020,P429952,92,49.0,0.4834136986177055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,0.0,0.857142985,14.0,6/22/2020,P429952,92,49.0,0.7001245250427999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1,0.0,1.0,4.0,5/6/2020,P429952,92,49.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5,1.0,1.0,4.0,4/23/2020,P429952,92,49.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0.0,0.736841977,19.0,4/15/2020,P429952,92,49.0,0.6018143876079656,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,0.0,0.375,8.0,3/27/2020,P429952,92,49.0,0.4362085839710631,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
5,1.0,0.833333015,6.0,3/8/2020,P429952,92,49.0,0.7210570543488701,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,1.0,1.0,4.0,2/2/2020,P429952,92,49.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1,0.0,0.333332986,6.0,10/28/2018,P429952,92,49.0,0.4056838710822129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.75,4.0,10/11/2018,P429952,92,49.0,0.6666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
5,1.0,0.727272987,11.0,6/5/2018,P429952,92,49.0,0.6131471927654585,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
3,1.0,0.92424202,66.0,5/16/2018,P429952,92,49.0,0.6972813648390579,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5,1.0,0.899999976,20.0,4/7/2018,P429952,92,49.0,0.7282714920267325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2,0.0,0.911764979,68.0,3/31/2018,P429952,92,49.0,0.6804244033572652,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.870967984,62.0,3/23/2018,P429952,92,49.0,0.6458692687830555,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.875,8.0,3/18/2018,P429952,92,49.0,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.75,4.0,3/13/2018,P429952,92,49.0,0.6666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,0.0,0.703704,27.0,10/22/2022,P480630,92,26.0,0.5768837214660166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
4,1.0,0.75,4.0,3/7/2022,P480630,92,26.0,0.6666666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,1.0,0.833333015,6.0,11/5/2021,P480630,92,26.0,0.7210570543488701,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3,0.0,0.818181992,11.0,9/1/2021,P480630,92,26.0,0.6769924925288455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
5,1.0,0.777778029,9.0,7/22/2021,P480630,92,26.0,0.6543128759565946,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,1.0,6.0,7/2/2021,P480630,92,26.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4,1.0,0.888889015,9.0,6/26/2021,P480630,92,26.0,0.7601875334318686,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5,1.0,0.625,8.0,1/13/2021,P480630,92,26.0,0.5637914160289369,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
5,1.0,1.0,13.0,12/12/2020,P480630,92,26.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5,1.0,1.0,34.0,11/25/2020,P480630,92,26.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2,0.0,0.0,5.0,11/8/2020,P480630,92,26.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4,1.0,0.75,4.0,10/4/2020,P480630,92,26.0,0.6666666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0.0,0.736841977,19.0,7/3/2020,P480630,92,26.0,0.6018143876079656,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0.0,0.349999994,20.0,6/11/2020,P480630,92,26.0,0.4406998069513341,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
5,1.0,0.916666985,12.0,4/21/2020,P480630,92,26.0,0.7818957080144684,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,1.0,4.0,4/17/2020,P480630,92,26.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5,1.0,1.0,4.0,4/4/2020,P480630,92,26.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,0.0,1.0,4.0,3/20/2020,P480630,92,26.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0.0,0.300000012,10.0,2/16/2020,P480630,92,26.0,0.3999999999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
3,0.0,1.0,12.0,1/25/2020,P480630,92,26.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0.0,1.0,21.0,7/18/2019,P480630,92,26.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0.0,0.899999976,10.0,5/17/2019,P480630,92,26.0,0.7686217868402409,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0.0,0.966666996,90.0,3/5/2019,P480630,92,26.0,0.7635774966732134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5,1.0,1.0,4.0,2/10/2019,P480630,92,26.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,0.0,0.75,4.0,2/1/2019,P480630,92,26.0,0.6666666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1,0.0,0.875,8.0,1/6/2019,P480630,92,26.0,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0.0,0.75,4.0,12/11/2018,P480630,92,26.0,0.6666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0.0,0.5,4.0,10/18/2018,P480630,92,26.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5,1.0,0.866666973,15.0,9/11/2018,P480630,92,26.0,0.7060702520912807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1,0.0,0.666666985,12.0,8/12/2018,P480630,92,26.0,0.5772049881597967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5,1.0,0.903226018,31.0,7/18/2018,P480630,92,26.0,0.7083689789427893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5,1.0,0.800000012,5.0,6/6/2018,P480630,92,26.0,0.6989700043360187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
5,1.0,0.899999976,10.0,6/5/2018,P480630,92,26.0,0.7686217868402409,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2,0.0,0.600000024,5.0,4/28/2018,P480630,92,26.0,0.5578858913022596,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5,1.0,0.699999988,10.0,4/6/2018,P480630,92,26.0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.854544997,55.0,3/28/2018,P480630,92,26.0,0.6379251017607052,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1,0.0,0.823529005,68.0,3/21/2018,P480630,92,26.0,0.6118418409885352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,0.0,0.660549998,109.0,3/12/2018,P480630,92,26.0,0.5411749196643096,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4,1.0,0.777778029,9.0,11/17/2022,P126301,7,38.0,0.6543128759565946,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
5,1.0,1.0,4.0,1/11/2022,P126301,7,38.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,1.0,5.0,9/27/2021,P126301,7,38.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
5,1.0,1.0,4.0,4/9/2021,P126301,7,38.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4,1.0,1.0,7.0,2/23/2021,P126301,7,38.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.600000024,5.0,1/2/2021,P126301,7,38.0,0.5578858913022596,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.75,4.0,6/6/2020,P126301,7,38.0,0.6666666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4,1.0,0.0,4.0,3/13/2020,P126301,7,38.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2,0.0,0.800000012,5.0,10/31/2019,P126301,7,38.0,0.6989700043360187,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4,1.0,0.800000012,5.0,5/5/2017,P126301,7,38.0,0.6989700043360187,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,1.0,0.333332986,6.0,3/17/2017,P126301,7,38.0,0.4056838710822129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,1.0,4.0,8/1/2016,P126301,7,38.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.800000012,5.0,6/14/2016,P126301,7,38.0,0.6989700043360187,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.833333015,6.0,3/31/2016,P126301,7,38.0,0.7210570543488701,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5,1.0,0.857142985,7.0,3/6/2016,P126301,7,38.0,0.7373504649628064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.928570986,14.0,9/12/2015,P126301,7,38.0,0.7919854023234905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5,1.0,0.930555999,72.0,2/26/2014,P126301,7,38.0,0.7019331503252216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2,1.0,0.200000003,5.0,12/10/2013,P126301,7,38.0,0.3010299956639811,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4,1.0,0.625,8.0,2/2/2013,P126301,7,38.0,0.5637914160289369,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5,1.0,1.0,4.0,9/16/2012,P126301,7,38.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,1.0,0.949999988,20.0,9/25/2008,P126301,7,38.0,0.8120981752908923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,1.0,0.5,4.0,11/10/2022,P453816,7,14.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
5,1.0,0.75,4.0,4/8/2022,P453816,7,14.0,0.6666666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0.0,0.400000006,5.0,1/7/2022,P453816,7,14.0,0.4421141086977403,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
5,1.0,0.888889015,9.0,6/27/2021,P453816,7,14.0,0.7601875334318686,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,0.0,1.0,7.0,1/23/2021,P453816,7,14.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,1.0,1.0,8.0,11/22/2020,P453816,7,14.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
